id,country,month,avgtemp
4681, Kazakhstan,1,-12.5471
4682, Kazakhstan,2,-11.64
4683, Kazakhstan,3,-4.43383
4684, Kazakhstan,4,7.77726
4685, Kazakhstan,5,15.6315
4686, Kazakhstan,6,20.8742
4687, Kazakhstan,7,23.1003
4688, Kazakhstan,8,21.1484
4689, Kazakhstan,9,14.9278
4690, Kazakhstan,10,6.53153
4691, Kazakhstan,11,-2.49093
4692, Kazakhstan,12,-9.49735
4693, Equatorial Guinea,1,25.1717
4694, Equatorial Guinea,2,25.6028
4695, Equatorial Guinea,3,25.4381
4696, Equatorial Guinea,4,25.3444
4697, Equatorial Guinea,5,25.0986
4698, Equatorial Guinea,6,24.2917
4699, Equatorial Guinea,7,23.3163
4700, Equatorial Guinea,8,23.3758
4701, Equatorial Guinea,9,24.2878
4702, Equatorial Guinea,10,24.4591
4703, Equatorial Guinea,11,24.6498
4704, Equatorial Guinea,12,24.7224
4705, Turkey,1,-0.360084
4706, Turkey,2,0.967843
4707, Turkey,3,4.86937
4708, Turkey,4,10.0484
4709, Turkey,5,14.7184
4710, Turkey,6,18.8031
4711, Turkey,7,22.1747
4712, Turkey,8,22.2331
4713, Turkey,9,18.4208
4714, Turkey,10,13.1327
4715, Turkey,11,7.08343
4716, Turkey,12,1.91977
4717, Cote d'Ivoire,1,25.9729
4718, Cote d'Ivoire,2,27.8598
4719, Cote d'Ivoire,3,28.4679
4720, Cote d'Ivoire,4,28.1382
4721, Cote d'Ivoire,5,27.3215
4722, Cote d'Ivoire,6,25.9383
4723, Cote d'Ivoire,7,24.9984
4724, Cote d'Ivoire,8,24.7029
4725, Cote d'Ivoire,9,25.3726
4726, Cote d'Ivoire,10,26.0645
4727, Cote d'Ivoire,11,26.4338
4728, Cote d'Ivoire,12,25.7291
4729, Croatia,1,0.0505027
4730, Croatia,2,1.77549
4731, Croatia,3,5.83705
4732, Croatia,4,10.2093
4733, Croatia,5,14.8169
4734, Croatia,6,18.1921
4735, Croatia,7,20.3388
4736, Croatia,8,19.9722
4737, Croatia,9,16.2515
4738, Croatia,10,11.212
4739, Croatia,11,6.06964
4740, Croatia,12,1.8552
4741, Bangladesh,1,18.2593
4742, Bangladesh,2,20.555
4743, Bangladesh,3,24.9875
4744, Bangladesh,4,27.5792
4745, Bangladesh,5,28.0797
4746, Bangladesh,6,28.1447
4747, Bangladesh,7,27.9934
4748, Bangladesh,8,28.0489
4749, Bangladesh,9,28.0105
4750, Bangladesh,10,26.7488
4751, Bangladesh,11,23.0966
4752, Bangladesh,12,19.3211
4753, El Salvador,1,22.6386
4754, El Salvador,2,23.1705
4755, El Salvador,3,24.4552
4756, El Salvador,4,25.2679
4757, El Salvador,5,24.9537
4758, El Salvador,6,24.1157
4759, El Salvador,7,24.3103
4760, El Salvador,8,24.183
4761, El Salvador,9,23.7068
4762, El Salvador,10,23.4214
4763, El Salvador,11,22.655
4764, El Salvador,12,22.4065
4765, Iraq,1,8.84445
4766, Iraq,2,11.0505
4767, Iraq,3,14.9421
4768, Iraq,4,20.5809
4769, Iraq,5,26.4876
4770, Iraq,6,30.7298
4771, Iraq,7,33.2053
4772, Iraq,8,32.9997
4773, Iraq,9,29.4053
4774, Iraq,10,23.783
4775, Iraq,11,16.1114
4776, Iraq,12,10.3543
4777, Panama,1,24.829
4778, Panama,2,25.1581
4779, Panama,3,26.0085
4780, Panama,4,26.3528
4781, Panama,5,26.0122
4782, Panama,6,25.3066
4783, Panama,7,25.5632
4784, Panama,8,25.2635
4785, Panama,9,24.9441
4786, Panama,10,24.8249
4787, Panama,11,24.4816
4788, Panama,12,24.4997
4789, Romania,1,-3.29788
4790, Romania,2,-1.47972
4791, Romania,3,3.53986
4792, Romania,4,9.4298
4793, Romania,5,14.69
4794, Romania,6,18.0297
4795, Romania,7,19.9396
4796, Romania,8,19.4512
4797, Romania,9,15.3285
4798, Romania,10,9.80468
4799, Romania,11,4.13338
4800, Romania,12,-0.900576
4801, Comoros,1,26.629
4802, Comoros,2,26.5226
4803, Comoros,3,26.8077
4804, Comoros,4,26.5059
4805, Comoros,5,25.6482
4806, Comoros,6,24.1383
4807, Comoros,7,23.3887
4808, Comoros,8,23.7735
4809, Comoros,9,24.5327
4810, Comoros,10,25.7532
4811, Comoros,11,26.6902
4812, Comoros,12,26.7273
4813, Cambodia,1,24.9565
4814, Cambodia,2,26.4469
4815, Cambodia,3,27.9587
4816, Cambodia,4,29.0342
4817, Cambodia,5,28.6066
4818, Cambodia,6,27.8664
4819, Cambodia,7,27.3282
4820, Cambodia,8,27.3551
4821, Cambodia,9,27.0285
4822, Cambodia,10,26.6132
4823, Cambodia,11,25.8914
4824, Cambodia,12,24.8649
4825, Seychelles,1,27.2234
4826, Seychelles,2,27.5658
4827, Seychelles,3,28.0483
4828, Seychelles,4,28.2436
4829, Seychelles,5,27.7717
4830, Seychelles,6,26.5351
4831, Seychelles,7,25.6637
4832, Seychelles,8,25.7469
4833, Seychelles,9,26.3183
4834, Seychelles,10,26.8629
4835, Seychelles,11,27.306
4836, Seychelles,12,27.2928
4837, Haiti,1,22.3451
4838, Haiti,2,22.6462
4839, Haiti,3,23.3261
4840, Haiti,4,24.0749
4841, Haiti,5,24.8191
4842, Haiti,6,25.5982
4843, Haiti,7,25.8022
4844, Haiti,8,26.0549
4845, Haiti,9,25.8346
4846, Haiti,10,25.2471
4847, Haiti,11,24.0932
4848, Haiti,12,22.9534
4849, Cuba,1,22.6039
4850, Cuba,2,22.7668
4851, Cuba,3,23.8328
4852, Cuba,4,24.8723
4853, Cuba,5,26.0631
4854, Cuba,6,26.9763
4855, Cuba,7,27.4124
4856, Cuba,8,27.5079
4857, Cuba,9,27.1277
4858, Cuba,10,26.2376
4859, Cuba,11,24.5522
4860, Cuba,12,23.2674
4861, Lebanon,1,6.82552
4862, Lebanon,2,7.64923
4863, Lebanon,3,10.2725
4864, Lebanon,4,14.222
4865, Lebanon,5,18.2799
4866, Lebanon,6,21.653
4867, Lebanon,7,23.9428
4868, Lebanon,8,24.3901
4869, Lebanon,9,22.2069
4870, Lebanon,10,18.7277
4871, Lebanon,11,13.1134
4872, Lebanon,12,8.28934
4873, Republic of Serbia,1,-1.29761
4874, Republic of Serbia,2,0.3524
4875, Republic of Serbia,3,4.96738
4876, Republic of Serbia,4,10.3369
4877, Republic of Serbia,5,15.3247
4878, Republic of Serbia,6,18.7678
4879, Republic of Serbia,7,20.8559
4880, Republic of Serbia,8,20.654
4881, Republic of Serbia,9,16.5597
4882, Republic of Serbia,10,11.0078
4883, Republic of Serbia,11,5.48585
4884, Republic of Serbia,12,1.2012
4885, United Kingdom,1,3.30053
4886, United Kingdom,2,3.33742
4887, United Kingdom,3,4.91099
4888, United Kingdom,4,7.03514
4889, United Kingdom,5,10.0673
4890, United Kingdom,6,12.8138
4891, United Kingdom,7,14.6
4892, United Kingdom,8,14.4261
4893, United Kingdom,9,12.3639
4894, United Kingdom,10,9.29805
4895, United Kingdom,11,5.81912
4896, United Kingdom,12,3.98128
4897, Solomon Islands,1,26.2602
4898, Solomon Islands,2,25.9564
4899, Solomon Islands,3,25.8238
4900, Solomon Islands,4,25.705
4901, Solomon Islands,5,25.4961
4902, Solomon Islands,6,25.1707
4903, Solomon Islands,7,24.6831
4904, Solomon Islands,8,24.8868
4905, Solomon Islands,9,25.4483
4906, Solomon Islands,10,25.8458
4907, Solomon Islands,11,26.0028
4908, Solomon Islands,12,26.2612
4909, Pakistan,1,8.5391
4910, Pakistan,2,10.6435
4911, Pakistan,3,15.9856
4912, Pakistan,4,21.5407
4913, Pakistan,5,26.1633
4914, Pakistan,6,29.044
4915, Pakistan,7,28.8537
4916, Pakistan,8,27.6679
4917, Pakistan,9,25.281
4918, Pakistan,10,20.9058
4919, Pakistan,11,15.1604
4920, Pakistan,12,10.3005
4921, Yemen,1,18.5186
4922, Yemen,2,19.453
4923, Yemen,3,20.9441
4924, Yemen,4,23.7615
4925, Yemen,5,26.1291
4926, Yemen,6,27.954
4927, Yemen,7,27.1349
4928, Yemen,8,26.9304
4929, Yemen,9,26.2705
4930, Yemen,10,23.1572
4931, Yemen,11,20.5008
4932, Yemen,12,19.2665
4933, Liechtenstein,1,-5.09611
4934, Liechtenstein,2,-4.6776
4935, Liechtenstein,3,-1.9062
4936, Liechtenstein,4,1.17893
4937, Liechtenstein,5,5.46373
4938, Liechtenstein,6,8.67227
4939, Liechtenstein,7,10.6676
4940, Liechtenstein,8,10.4634
4941, Liechtenstein,9,7.89023
4942, Liechtenstein,10,4.0948
4943, Liechtenstein,11,-0.827104
4944, Liechtenstein,12,-3.71425
4945, Jamaica,1,23.4136
4946, Jamaica,2,23.4966
4947, Jamaica,3,24.0271
4948, Jamaica,4,24.7157
4949, Jamaica,5,25.0971
4950, Jamaica,6,25.8507
4951, Jamaica,7,25.9909
4952, Jamaica,8,26.3374
4953, Jamaica,9,25.8465
4954, Jamaica,10,25.3668
4955, Jamaica,11,24.7112
4956, Jamaica,12,24.088
4957, Saudi Arabia,1,15.4357
4958, Saudi Arabia,2,17.1158
4959, Saudi Arabia,3,20.4691
4960, Saudi Arabia,4,24.5308
4961, Saudi Arabia,5,28.9809
4962, Saudi Arabia,6,31.5402
4963, Saudi Arabia,7,32.0306
4964, Saudi Arabia,8,32.2304
4965, Saudi Arabia,9,30.2536
4966, Saudi Arabia,10,25.9759
4967, Saudi Arabia,11,21.0114
4968, Saudi Arabia,12,16.8033
4969, Afghanistan,1,0.136821
4970, Afghanistan,2,2.28275
4971, Afghanistan,3,7.39894
4972, Afghanistan,4,13.2118
4973, Afghanistan,5,18.3286
4974, Afghanistan,6,23.1289
4975, Afghanistan,7,25.2293
4976, Afghanistan,8,23.8645
4977, Afghanistan,9,19.1244
4978, Afghanistan,10,13.1679
4979, Afghanistan,11,6.82802
4980, Afghanistan,12,2.28057
4981, Angola,1,22.8596
4982, Angola,2,22.9278
4983, Angola,3,22.737
4984, Angola,4,22.2376
4985, Angola,5,20.5644
4986, Angola,6,18.6323
4987, Angola,7,18.1374
4988, Angola,8,19.9697
4989, Angola,9,22.1771
4990, Angola,10,23.3246
4991, Angola,11,22.9846
4992, Angola,12,22.8351
4993, Greenland,1,-25.5689
4994, Greenland,2,-27.3771
4995, Greenland,3,-28.6072
4996, Greenland,4,-22.3783
4997, Greenland,5,-13.0932
4998, Greenland,6,-6.09756
4999, Greenland,7,-2.93182
5000, Greenland,8,-5.68464
5001, Greenland,9,-12.999
5002, Greenland,10,-19.3999
5003, Greenland,11,-24.2859
5004, Greenland,12,-25.9804
5005, Cameroon,1,24.1056
5006, Cameroon,2,25.6133
5007, Cameroon,3,26.6477
5008, Cameroon,4,26.7228
5009, Cameroon,5,25.716
5010, Cameroon,6,24.4928
5011, Cameroon,7,23.5606
5012, Cameroon,8,23.3619
5013, Cameroon,9,23.9188
5014, Cameroon,10,24.5106
5015, Cameroon,11,24.6085
5016, Cameroon,12,23.9386
5017, Spain,1,5.33426
5018, Spain,2,6.4545
5019, Spain,3,8.8133
5020, Spain,4,10.9682
5021, Spain,5,14.5316
5022, Spain,6,18.7442
5023, Spain,7,21.9998
5024, Spain,8,22.0116
5025, Spain,9,18.7528
5026, Spain,10,13.8178
5027, Spain,11,8.85658
5028, Spain,12,5.95175
5029, Peru,1,20.275
5030, Peru,2,20.298
5031, Peru,3,20.162
5032, Peru,4,19.9268
5033, Peru,5,19.3083
5034, Peru,6,18.4695
5035, Peru,7,18.0859
5036, Peru,8,18.7303
5037, Peru,9,19.3786
5038, Peru,10,19.7276
5039, Peru,11,20.1085
5040, Peru,12,20.0777
5041, Gabon,1,25.7996
5042, Gabon,2,25.9759
5043, Gabon,3,26.1087
5044, Gabon,4,26.0324
5045, Gabon,5,25.5213
5046, Gabon,6,24.1912
5047, Gabon,7,23.1625
5048, Gabon,8,23.4528
5049, Gabon,9,24.641
5050, Gabon,10,25.2744
5051, Gabon,11,25.1429
5052, Gabon,12,25.1052
5053, Switzerland,1,-2.47997
5054, Switzerland,2,-1.65613
5055, Switzerland,3,1.47685
5056, Switzerland,4,4.84465
5057, Switzerland,5,9.10113
5058, Switzerland,6,12.4285
5059, Switzerland,7,14.3925
5060, Switzerland,8,13.99
5061, Switzerland,9,11.0793
5062, Switzerland,10,6.67829
5063, Switzerland,11,1.80625
5064, Switzerland,12,-1.17553
5065, Honduras,1,21.5671
5066, Honduras,2,22.2048
5067, Honduras,3,23.5151
5068, Honduras,4,24.5417
5069, Honduras,5,24.9462
5070, Honduras,6,24.448
5071, Honduras,7,24.1002
5072, Honduras,8,24.3078
5073, Honduras,9,24.2808
5074, Honduras,10,23.6426
5075, Honduras,11,22.3825
5076, Honduras,12,21.8926
5077, Dominica,1,22.8227
5078, Dominica,2,22.6657
5079, Dominica,3,22.9428
5080, Dominica,4,23.5634
5081, Dominica,5,24.5098
5082, Dominica,6,25.0529
5083, Dominica,7,25.0516
5084, Dominica,8,25.2351
5085, Dominica,9,25.0339
5086, Dominica,10,24.715
5087, Dominica,11,24.3022
5088, Dominica,12,23.4625
5089, Morocco,1,9.46539
5090, Morocco,2,10.9588
5091, Morocco,3,13.2609
5092, Morocco,4,15.6173
5093, Morocco,5,19.1554
5094, Morocco,6,23.0402
5095, Morocco,7,26.4535
5096, Morocco,8,26.5114
5097, Morocco,9,22.8337
5098, Morocco,10,18.3661
5099, Morocco,11,13.8585
5100, Morocco,12,10.3346
5101, Mali,1,21.1534
5102, Mali,2,23.9361
5103, Mali,3,27.3852
5104, Mali,4,30.6305
5105, Mali,5,33.0741
5106, Mali,6,33.3807
5107, Mali,7,31.9144
5108, Mali,8,30.3851
5109, Mali,9,30.4904
5110, Mali,10,29.5129
5111, Mali,11,25.7279
5112, Mali,12,21.8068
5113, Congo (Democratic Republic of the),1,24.2443
5114, Congo (Democratic Republic of the),2,24.5368
5115, Congo (Democratic Republic of the),3,24.6802
5116, Congo (Democratic Republic of the),4,24.5525
5117, Congo (Democratic Republic of the),5,24.2869
5118, Congo (Democratic Republic of the),6,23.4134
5119, Congo (Democratic Republic of the),7,22.8982
5120, Congo (Democratic Republic of the),8,23.5509
5121, Congo (Democratic Republic of the),9,24.1397
5122, Congo (Democratic Republic of the),10,24.3517
5123, Congo (Democratic Republic of the),11,24.2384
5124, Congo (Democratic Republic of the),12,24.0527
5125, Russia,1,-26.7362
5126, Russia,2,-24.464
5127, Russia,3,-17.0096
5128, Russia,4,-6.63151
5129, Russia,5,2.89741
5130, Russia,6,11.1176
5131, Russia,7,14.8051
5132, Russia,8,12.2073
5133, Russia,9,5.68478
5134, Russia,10,-4.84652
5135, Russia,11,-17.3949
5136, Russia,12,-24.4526
5137, United States,1,-5.82473
5138, United States,2,-3.90952
5139, United States,3,0.144156
5140, United States,4,6.10455
5141, United States,5,12.2239
5142, United States,6,17.2707
5143, United States,7,20.0462
5144, United States,8,19.0023
5145, United States,9,14.6885
5146, United States,10,8.05248
5147, United States,11,0.567265
5148, United States,12,-4.38686
5149, China,1,-8.62116
5150, China,2,-5.72268
5151, China,3,0.474932
5152, China,4,7.64447
5153, China,5,13.0868
5154, China,6,17.2456
5155, China,7,19.5928
5156, China,8,18.6481
5157, China,9,14.0841
5158, China,10,7.47245
5159, China,11,-0.531084
5160, China,12,-6.68683
5161, Ghana,1,26.8265
5162, Ghana,2,28.9548
5163, Ghana,3,29.5212
5164, Ghana,4,29.167
5165, Ghana,5,28.2375
5166, Ghana,6,26.6398
5167, Ghana,7,25.7838
5168, Ghana,8,25.3269
5169, Ghana,9,25.9085
5170, Ghana,10,26.8123
5171, Ghana,11,27.3383
5172, Ghana,12,26.5862
5173, Colombia,1,24.5364
5174, Colombia,2,24.8853
5175, Colombia,3,25.0262
5176, Colombia,4,24.729
5177, Colombia,5,24.2485
5178, Colombia,6,23.8231
5179, Colombia,7,23.7573
5180, Colombia,8,24.0634
5181, Colombia,9,24.3025
5182, Colombia,10,24.2966
5183, Colombia,11,24.3709
5184, Colombia,12,24.354
5185, Zimbabwe,1,24.1629
5186, Zimbabwe,2,23.8777
5187, Zimbabwe,3,23.1408
5188, Zimbabwe,4,21.442
5189, Zimbabwe,5,18.7071
5190, Zimbabwe,6,16.183
5191, Zimbabwe,7,15.7919
5192, Zimbabwe,8,17.9915
5193, Zimbabwe,9,21.5059
5194, Zimbabwe,10,24.2508
5195, Zimbabwe,11,24.6933
5196, Zimbabwe,12,24.2712
5197, Turkmenistan,1,1.09956
5198, Turkmenistan,2,3.03675
5199, Turkmenistan,3,8.33695
5200, Turkmenistan,4,15.7034
5201, Turkmenistan,5,21.9706
5202, Turkmenistan,6,26.6183
5203, Turkmenistan,7,29.0521
5204, Turkmenistan,8,27.4138
5205, Turkmenistan,9,21.8402
5206, Turkmenistan,10,14.6904
5207, Turkmenistan,11,8.08312
5208, Turkmenistan,12,2.96533
5209, Norway,1,-8.44977
5210, Norway,2,-8.31302
5211, Norway,3,-5.3077
5212, Norway,4,-0.811957
5213, Norway,5,4.59649
5214, Norway,6,9.21289
5215, Norway,7,12.1493
5216, Norway,8,10.7971
5217, Norway,9,6.7747
5218, Norway,10,1.36804
5219, Norway,11,-3.37367
5220, Norway,12,-6.35559
5221, Venezuela,1,24.9763
5222, Venezuela,2,25.4685
5223, Venezuela,3,25.9976
5224, Venezuela,4,26.1021
5225, Venezuela,5,25.5813
5226, Venezuela,6,24.8467
5227, Venezuela,7,24.704
5228, Venezuela,8,24.9938
5229, Venezuela,9,25.3146
5230, Venezuela,10,25.4418
5231, Venezuela,11,25.43
5232, Venezuela,12,24.9929
5233, Belize,1,22.3342
5234, Belize,2,23.0358
5235, Belize,3,24.4747
5236, Belize,4,26.0383
5237, Belize,5,26.8859
5238, Belize,6,26.9343
5239, Belize,7,26.3886
5240, Belize,8,26.6717
5241, Belize,9,26.5947
5242, Belize,10,25.5805
5243, Belize,11,23.4177
5244, Belize,12,22.6477
5245, Antigua and Barbuda,1,23.9693
5246, Antigua and Barbuda,2,23.9302
5247, Antigua and Barbuda,3,24.1746
5248, Antigua and Barbuda,4,24.7017
5249, Antigua and Barbuda,5,25.4432
5250, Antigua and Barbuda,6,26.0837
5251, Antigua and Barbuda,7,26.3051
5252, Antigua and Barbuda,8,26.5334
5253, Antigua and Barbuda,9,26.4222
5254, Antigua and Barbuda,10,26.116
5255, Antigua and Barbuda,11,25.5621
5256, Antigua and Barbuda,12,24.6567
5257, Brazil,1,25.6313
5258, Brazil,2,25.6812
5259, Brazil,3,25.4937
5260, Brazil,4,25.0693
5261, Brazil,5,24.2067
5262, Brazil,6,23.4509
5263, Brazil,7,23.335
5264, Brazil,8,24.2288
5265, Brazil,9,25.2235
5266, Brazil,10,25.7242
5267, Brazil,11,25.7288
5268, Brazil,12,25.6883
5269, Myanmar (Burma),1,18.0323
5270, Myanmar (Burma),2,19.6081
5271, Myanmar (Burma),3,22.6351
5272, Myanmar (Burma),4,25.3398
5273, Myanmar (Burma),5,25.6298
5274, Myanmar (Burma),6,25.1979
5275, Myanmar (Burma),7,24.9635
5276, Myanmar (Burma),8,24.8751
5277, Myanmar (Burma),9,24.9398
5278, Myanmar (Burma),10,24.0017
5279, Myanmar (Burma),11,21.3911
5280, Myanmar (Burma),12,18.6211
5281, Korea,1,-8.02639
5282, Korea,2,-5.30856
5283, Korea,3,0.692999
5284, Korea,4,8.12768
5285, Korea,5,13.7025
5286, Korea,6,18.4265
5287, Korea,7,22.0368
5288, Korea,8,22.3137
5289, Korea,9,16.8434
5290, Korea,10,10.2627
5291, Korea,11,2.39864
5292, Korea,12,-5.11603
5293, Papua New Guinea,1,25.5865
5294, Papua New Guinea,2,25.4838
5295, Papua New Guinea,3,25.4579
5296, Papua New Guinea,4,25.3412
5297, Papua New Guinea,5,25.0148
5298, Papua New Guinea,6,24.509
5299, Papua New Guinea,7,24.0078
5300, Papua New Guinea,8,23.991
5301, Papua New Guinea,9,24.4863
5302, Papua New Guinea,10,25.0509
5303, Papua New Guinea,11,25.4307
5304, Papua New Guinea,12,25.6673
5305, Nigeria,1,24.7526
5306, Nigeria,2,27.1613
5307, Nigeria,3,29.3954
5308, Nigeria,4,30.0601
5309, Nigeria,5,29.0965
5310, Nigeria,6,27.434
5311, Nigeria,7,25.9713
5312, Nigeria,8,25.2428
5313, Nigeria,9,26.0386
5314, Nigeria,10,26.9401
5315, Nigeria,11,26.353
5316, Nigeria,12,24.9346
5317, Zambia,1,23.1296
5318, Zambia,2,23.1947
5319, Zambia,3,23.021
5320, Zambia,4,22.0363
5321, Zambia,5,19.8172
5322, Zambia,6,17.6731
5323, Zambia,7,17.1787
5324, Zambia,8,19.5109
5325, Zambia,9,22.8988
5326, Zambia,10,24.9776
5327, Zambia,11,24.5591
5328, Zambia,12,23.4456
5329, Swaziland,1,23.4397
5330, Swaziland,2,23.3003
5331, Swaziland,3,22.2562
5332, Swaziland,4,20.12
5333, Swaziland,5,17.571
5334, Swaziland,6,15.0694
5335, Swaziland,7,15.0406
5336, Swaziland,8,16.7383
5337, Swaziland,9,18.9162
5338, Swaziland,10,20.2268
5339, Swaziland,11,21.3197
5340, Swaziland,12,22.7379
5341, Barbados,1,24.8426
5342, Barbados,2,24.8004
5343, Barbados,3,25.1766
5344, Barbados,4,25.7877
5345, Barbados,5,26.5494
5346, Barbados,6,26.632
5347, Barbados,7,26.5138
5348, Barbados,8,26.7014
5349, Barbados,9,26.6832
5350, Barbados,10,26.4978
5351, Barbados,11,26.2258
5352, Barbados,12,25.4711
5353, Latvia,1,-5.31175
5354, Latvia,2,-5.0803
5355, Latvia,3,-1.39381
5356, Latvia,4,5.22786
5357, Latvia,5,11.1931
5358, Latvia,6,14.9097
5359, Latvia,7,17.2513
5360, Latvia,8,16.3472
5361, Latvia,9,11.8697
5362, Latvia,10,6.43781
5363, Latvia,11,1.23421
5364, Latvia,12,-3.04321
5365, United Arab Emirates,1,18.4893
5366, United Arab Emirates,2,19.4185
5367, United Arab Emirates,3,22.5368
5368, United Arab Emirates,4,26.68
5369, United Arab Emirates,5,30.7315
5370, United Arab Emirates,6,32.4788
5371, United Arab Emirates,7,33.6392
5372, United Arab Emirates,8,33.4326
5373, United Arab Emirates,9,31.6802
5374, United Arab Emirates,10,28.2679
5375, United Arab Emirates,11,24.1648
5376, United Arab Emirates,12,20.3708
5377, Kuwait,1,12.5593
5378, Kuwait,2,14.7742
5379, Kuwait,3,19.1717
5380, Kuwait,4,24.4256
5381, Kuwait,5,30.694
5382, Kuwait,6,34.4886
5383, Kuwait,7,36.0121
5384, Kuwait,8,35.7782
5385, Kuwait,9,32.7405
5386, Kuwait,10,27.2408
5387, Kuwait,11,20.007
5388, Kuwait,12,14.1612
5389, Egypt,1,13.2124
5390, Egypt,2,14.8666
5391, Egypt,3,18.0245
5392, Egypt,4,22.5097
5393, Egypt,5,26.6011
5394, Egypt,6,28.9383
5395, Egypt,7,29.4711
5396, Egypt,8,29.5994
5397, Egypt,9,27.6125
5398, Egypt,10,24.6549
5399, Egypt,11,19.3098
5400, Egypt,12,14.6976
5401, Belgium,1,2.25561
5402, Belgium,2,2.87273
5403, Belgium,3,5.72815
5404, Belgium,4,8.73362
5405, Belgium,5,12.8804
5406, Belgium,6,15.7181
5407, Belgium,7,17.6488
5408, Belgium,8,17.4184
5409, Belgium,9,14.5832
5410, Belgium,10,10.463
5411, Belgium,11,5.89661
5412, Belgium,12,3.29434
5413, Sudan,1,20.7068
5414, Sudan,2,22.4734
5415, Sudan,3,25.5862
5416, Sudan,4,28.8636
5417, Sudan,5,31.0213
5418, Sudan,6,31.3993
5419, Sudan,7,30.0791
5420, Sudan,8,29.3802
5421, Sudan,9,29.4107
5422, Sudan,10,28.534
5423, Sudan,11,24.7925
