 ISO3, Country, Year, Statistics,Temperature - (Celsius),
 AFG, Afghanistan,1964, Nov,5.96833,
 AFG, Afghanistan,1964, Dec,-1.2292,
 AFG, Afghanistan,1965, Jan,1.63985,
 AFG, Afghanistan,1965, Feb,2.47048,
 AFG, Afghanistan,1965, Mar,7.0145,
 AFG, Afghanistan,1965, Apr,11.3304,
 AFG, Afghanistan,1965, May,17.6977,
 AFG, Afghanistan,1965, Jun,22.2347,
 AFG, Afghanistan,1965, Jul,25.015,
 AFG, Afghanistan,1965, Aug,22.7714,
 AFG, Afghanistan,1965, Sep,18.253,
 AFG, Afghanistan,1965, Oct,15.0494,
 AFG, Afghanistan,1965, Nov,8.53311,
 AFG, Afghanistan,1965, Dec,1.75895,
 AFG, Afghanistan,1966, Jan,3.86838,
 AFG, Afghanistan,1966, Feb,6.16489,
 AFG, Afghanistan,1966, Mar,7.70107,
 AFG, Afghanistan,1966, Apr,12.1127,
 AFG, Afghanistan,1966, May,17.6204,
 AFG, Afghanistan,1966, Jun,24.0696,
 AFG, Afghanistan,1966, Jul,24.5635,
 AFG, Afghanistan,1966, Aug,23.668,
 AFG, Afghanistan,1966, Sep,18.628,
 AFG, Afghanistan,1966, Oct,12.5213,
 AFG, Afghanistan,1966, Nov,4.45945,
 AFG, Afghanistan,1966, Dec,2.01452,
 AFG, Afghanistan,1967, Jan,-0.9853,
 AFG, Afghanistan,1967, Feb,2.94731,
 AFG, Afghanistan,1967, Mar,7.11538,
 AFG, Afghanistan,1967, Apr,11.9819,
 AFG, Afghanistan,1967, May,16.5862,
 AFG, Afghanistan,1967, Jun,22.0694,
 AFG, Afghanistan,1967, Jul,25.2267,
 AFG, Afghanistan,1967, Aug,23.3582,
 AFG, Afghanistan,1967, Sep,19.326,
 AFG, Afghanistan,1967, Oct,12.5635,
 AFG, Afghanistan,1967, Nov,7.83195,
 AFG, Afghanistan,1967, Dec,2.27867,
 AFG, Afghanistan,1968, Jan,0.55694,
 AFG, Afghanistan,1968, Feb,0.78499,
 AFG, Afghanistan,1968, Mar,8.14769,
 AFG, Afghanistan,1968, Apr,12.513,
 AFG, Afghanistan,1968, May,16.1739,
 AFG, Afghanistan,1968, Jun,22.8904,
 AFG, Afghanistan,1968, Jul,24.5566,
 AFG, Afghanistan,1968, Aug,23.2978,
 AFG, Afghanistan,1968, Sep,18.8128,
 AFG, Afghanistan,1968, Oct,12.7116,
 AFG, Afghanistan,1968, Nov,7.25261,
 AFG, Afghanistan,1968, Dec,2.68499,
 AFG, Afghanistan,1969, Jan,-2.1458,
 AFG, Afghanistan,1969, Feb,-0.7672,
 AFG, Afghanistan,1969, Mar,9.85155,
 AFG, Afghanistan,1969, Apr,12.5468,
 AFG, Afghanistan,1969, May,16.9918,
 AFG, Afghanistan,1969, Jun,22.7441,
 AFG, Afghanistan,1969, Jul,25.014,
 AFG, Afghanistan,1969, Aug,23.0249,
 AFG, Afghanistan,1969, Sep,18.1749,
 AFG, Afghanistan,1969, Oct,13.9014,
 AFG, Afghanistan,1969, Nov,5.86665,
 AFG, Afghanistan,1969, Dec,4.68552,
 AFG, Afghanistan,1970, Jan,0.58862,
 AFG, Afghanistan,1970, Feb,4.26148,
 AFG, Afghanistan,1970, Mar,6.72276,
 AFG, Afghanistan,1970, Apr,14.7613,
 AFG, Afghanistan,1970, May,19.6323,
 AFG, Afghanistan,1970, Jun,23.2675,
 AFG, Afghanistan,1970, Jul,24.5474,
 AFG, Afghanistan,1970, Aug,25.4214,
 AFG, Afghanistan,1970, Sep,18.986,
 AFG, Afghanistan,1970, Oct,13.6955,
 AFG, Afghanistan,1970, Nov,7.59327,
 AFG, Afghanistan,1970, Dec,2.08776,
 AFG, Afghanistan,1971, Jan,-1.0926,
 AFG, Afghanistan,1971, Feb,3.10182,
 AFG, Afghanistan,1971, Mar,8.94683,
 AFG, Afghanistan,1971, Apr,14.4163,
 AFG, Afghanistan,1971, May,19.986,
 AFG, Afghanistan,1971, Jun,24.0572,
 AFG, Afghanistan,1971, Jul,24.8358,
 AFG, Afghanistan,1971, Aug,23.6402,
 AFG, Afghanistan,1971, Sep,17.9819,
 AFG, Afghanistan,1971, Oct,12.7256,
 AFG, Afghanistan,1971, Nov,8.42131,
 AFG, Afghanistan,1971, Dec,4.5121,
 AFG, Afghanistan,1972, Jan,-1.7772,
 AFG, Afghanistan,1972, Feb,-3.7988,
 AFG, Afghanistan,1972, Mar,5.87105,
 AFG, Afghanistan,1972, Apr,12.6515,
 AFG, Afghanistan,1972, May,16.7256,
 AFG, Afghanistan,1972, Jun,22.4547,
 AFG, Afghanistan,1972, Jul,23.4639,
 AFG, Afghanistan,1972, Aug,21.305,
 AFG, Afghanistan,1972, Sep,18.1977,
 AFG, Afghanistan,1972, Oct,12.7459,
 AFG, Afghanistan,1972, Nov,8.04042,
 AFG, Afghanistan,1972, Dec,0.46644,
 AFG, Afghanistan,1973, Jan,-2.6935,
 AFG, Afghanistan,1973, Feb,3.23735,
 AFG, Afghanistan,1973, Mar,7.24478,
 AFG, Afghanistan,1973, Apr,14.1067,
 AFG, Afghanistan,1973, May,18.5926,
 AFG, Afghanistan,1973, Jun,24.7274,
 AFG, Afghanistan,1973, Jul,25.2408,
 AFG, Afghanistan,1973, Aug,24.0635,
 AFG, Afghanistan,1973, Sep,18.7762,
 AFG, Afghanistan,1973, Oct,13.0112,
 AFG, Afghanistan,1973, Nov,7.40116,
 AFG, Afghanistan,1973, Dec,1.7021,
 AFG, Afghanistan,1974, Jan,-1.3287,
 AFG, Afghanistan,1974, Feb,-1.3732,
 AFG, Afghanistan,1974, Mar,8.61675,
 AFG, Afghanistan,1974, Apr,14.0311,
 AFG, Afghanistan,1974, May,18.0908,
 AFG, Afghanistan,1974, Jun,22.5157,
 AFG, Afghanistan,1974, Jul,25.1709,
 AFG, Afghanistan,1974, Aug,22.6384,
 AFG, Afghanistan,1974, Sep,18.692,
 AFG, Afghanistan,1974, Oct,10.9155,
 AFG, Afghanistan,1974, Nov,6.66057,
 AFG, Afghanistan,1974, Dec,0.8123,
 AFG, Afghanistan,1975, Jan,-0.7634,
 AFG, Afghanistan,1975, Feb,1.00747,
 AFG, Afghanistan,1975, Mar,6.66347,
 AFG, Afghanistan,1975, Apr,12.4581,
 AFG, Afghanistan,1975, May,17.9485,
 AFG, Afghanistan,1975, Jun,22.9502,
 AFG, Afghanistan,1975, Jul,25.0396,
 AFG, Afghanistan,1975, Aug,23.9779,
 AFG, Afghanistan,1975, Sep,19.2404,
 AFG, Afghanistan,1975, Oct,12.3508,
 AFG, Afghanistan,1975, Nov,4.82645,
 AFG, Afghanistan,1975, Dec,1.86365,
 AFG, Afghanistan,1976, Jan,2.26892,
 AFG, Afghanistan,1976, Feb,1.0017,
 AFG, Afghanistan,1976, Mar,4.86561,
 AFG, Afghanistan,1976, Apr,12.4399,
 AFG, Afghanistan,1976, May,18.4929,
 AFG, Afghanistan,1976, Jun,22.4975,
 AFG, Afghanistan,1976, Jul,25.7331,
 AFG, Afghanistan,1976, Aug,23.7818,
 AFG, Afghanistan,1976, Sep,19.525,
 AFG, Afghanistan,1976, Oct,13.5011,
 AFG, Afghanistan,1976, Nov,4.68167,
 AFG, Afghanistan,1976, Dec,1.37466,
 AFG, Afghanistan,1977, Jan,-3.512,
 AFG, Afghanistan,1977, Feb,2.16546,
 AFG, Afghanistan,1977, Mar,11.1887,
 AFG, Afghanistan,1977, Apr,14.6042,
 AFG, Afghanistan,1977, May,18.4547,
 AFG, Afghanistan,1977, Jun,24.4965,
 AFG, Afghanistan,1977, Jul,25.7564,
 AFG, Afghanistan,1977, Aug,23.7603,
 AFG, Afghanistan,1977, Sep,18.8447,
 AFG, Afghanistan,1977, Oct,14.0677,
 AFG, Afghanistan,1977, Nov,8.60416,
 AFG, Afghanistan,1977, Dec,3.53161,
 AFG, Afghanistan,1978, Jan,-0.4713,
 AFG, Afghanistan,1978, Feb,1.9583,
 AFG, Afghanistan,1978, Mar,6.14395,
 AFG, Afghanistan,1978, Apr,14.5581,
 AFG, Afghanistan,1978, May,19.13,
 AFG, Afghanistan,1978, Jun,23.6383,
 AFG, Afghanistan,1978, Jul,24.9074,
 AFG, Afghanistan,1978, Aug,23.5318,
 AFG, Afghanistan,1978, Sep,19.6839,
 AFG, Afghanistan,1978, Oct,13.7808,
 AFG, Afghanistan,1978, Nov,5.65374,
 AFG, Afghanistan,1978, Dec,4.6158,
 AFG, Afghanistan,1979, Jan,1.01424,
 AFG, Afghanistan,1979, Feb,3.2522,
 AFG, Afghanistan,1979, Mar,6.1882,
 AFG, Afghanistan,1979, Apr,14.8598,
 AFG, Afghanistan,1979, May,15.4335,
 AFG, Afghanistan,1979, Jun,22.8531,
 AFG, Afghanistan,1979, Jul,25.6814,
 AFG, Afghanistan,1979, Aug,22.7876,
 AFG, Afghanistan,1979, Sep,19.149,
 AFG, Afghanistan,1979, Oct,14.8913,
 AFG, Afghanistan,1979, Nov,5.8675,
 AFG, Afghanistan,1979, Dec,3.5176,
 AFG, Afghanistan,1980, Jan,-0.5934,
 AFG, Afghanistan,1980, Feb,1.28186,
 AFG, Afghanistan,1980, Mar,6.5888,
 AFG, Afghanistan,1980, Apr,15.7408,
 AFG, Afghanistan,1980, May,19.3147,
 AFG, Afghanistan,1980, Jun,23.1357,
 AFG, Afghanistan,1980, Jul,25.3971,
 AFG, Afghanistan,1980, Aug,23.8046,
 AFG, Afghanistan,1980, Sep,18.972,
 AFG, Afghanistan,1980, Oct,13.687,
 AFG, Afghanistan,1980, Nov,8.57533,
 AFG, Afghanistan,1980, Dec,3.80429,
 AFG, Afghanistan,1981, Jan,1.66998,
 AFG, Afghanistan,1981, Feb,3.48834,
 AFG, Afghanistan,1981, Mar,8.82033,
 AFG, Afghanistan,1981, Apr,14.1983,
 AFG, Afghanistan,1981, May,18.926,
 AFG, Afghanistan,1981, Jun,22.2723,
 AFG, Afghanistan,1981, Jul,25.2357,
 AFG, Afghanistan,1981, Aug,23.4365,
 AFG, Afghanistan,1981, Sep,18.8953,
 AFG, Afghanistan,1981, Oct,11.974,
 AFG, Afghanistan,1981, Nov,7.29184,
 AFG, Afghanistan,1981, Dec,3.95322,
 AFG, Afghanistan,1982, Jan,0.53916,
 AFG, Afghanistan,1982, Feb,0.33346,
 AFG, Afghanistan,1982, Mar,5.67558,
 AFG, Afghanistan,1982, Apr,13.7276,
 AFG, Afghanistan,1982, May,18.1604,
 AFG, Afghanistan,1982, Jun,22.8374,
 AFG, Afghanistan,1982, Jul,24.6942,
 AFG, Afghanistan,1982, Aug,23.5971,
 AFG, Afghanistan,1982, Sep,17.9911,
 AFG, Afghanistan,1982, Oct,13.4788,
 AFG, Afghanistan,1982, Nov,5.42487,
 AFG, Afghanistan,1982, Dec,0.97413,
 AFG, Afghanistan,1983, Jan,0.62101,
 AFG, Afghanistan,1983, Feb,3.02287,
 AFG, Afghanistan,1983, Mar,5.32598,
 AFG, Afghanistan,1983, Apr,11.912,
 AFG, Afghanistan,1983, May,18.8965,
 AFG, Afghanistan,1983, Jun,23.3651,
 AFG, Afghanistan,1983, Jul,26.0589,
 AFG, Afghanistan,1983, Aug,25.476,
 AFG, Afghanistan,1983, Sep,20.3507,
 AFG, Afghanistan,1983, Oct,12.9176,
 AFG, Afghanistan,1983, Nov,8.45746,
 AFG, Afghanistan,1983, Dec,2.11822,
 AFG, Afghanistan,1984, Jan,-0.0446,
 AFG, Afghanistan,1984, Feb,-1.7579,
 AFG, Afghanistan,1984, Mar,9.08908,
 AFG, Afghanistan,1984, Apr,14.0198,
 AFG, Afghanistan,1984, May,19.0472,
 AFG, Afghanistan,1984, Jun,23.9957,
 AFG, Afghanistan,1984, Jul,25.7185,
 AFG, Afghanistan,1984, Aug,25.373,
 AFG, Afghanistan,1984, Sep,18.3489,
 AFG, Afghanistan,1984, Oct,11.7264,
 AFG, Afghanistan,1984, Nov,8.16632,
 AFG, Afghanistan,1984, Dec,0.02453,
 AFG, Afghanistan,1985, Jan,0.46012,
 AFG, Afghanistan,1985, Feb,4.80627,
 AFG, Afghanistan,1985, Mar,7.66603,
 AFG, Afghanistan,1985, Apr,14.143,
 AFG, Afghanistan,1985, May,18.148,
 AFG, Afghanistan,1985, Jun,24.0948,
 AFG, Afghanistan,1985, Jul,26.0299,
 AFG, Afghanistan,1985, Aug,23.1361,
 AFG, Afghanistan,1985, Sep,19.1645,
 AFG, Afghanistan,1985, Oct,12.5001,
 AFG, Afghanistan,1985, Nov,7.28767,
 AFG, Afghanistan,1985, Dec,2.66524,
 AFG, Afghanistan,1986, Jan,0.68352,
 AFG, Afghanistan,1986, Feb,2.25265,
 AFG, Afghanistan,1986, Mar,4.91749,
 AFG, Afghanistan,1986, Apr,13.1829,
 AFG, Afghanistan,1986, May,18.6524,
 AFG, Afghanistan,1986, Jun,23.1273,
 AFG, Afghanistan,1986, Jul,25.0293,
 AFG, Afghanistan,1986, Aug,22.9746,
 AFG, Afghanistan,1986, Sep,19.2033,
 AFG, Afghanistan,1986, Oct,14.3118,
 AFG, Afghanistan,1986, Nov,7.01342,
 AFG, Afghanistan,1986, Dec,1.54689,
 AFG, Afghanistan,1987, Jan,2.65179,
 AFG, Afghanistan,1987, Feb,3.94242,
 AFG, Afghanistan,1987, Mar,9.0764,
 AFG, Afghanistan,1987, Apr,13.1758,
 AFG, Afghanistan,1987, May,17.9132,
 AFG, Afghanistan,1987, Jun,22.272,
 AFG, Afghanistan,1987, Jul,24.7136,
 AFG, Afghanistan,1987, Aug,24.92,
 AFG, Afghanistan,1987, Sep,20.1882,
 AFG, Afghanistan,1987, Oct,11.5264,
 AFG, Afghanistan,1987, Nov,7.69405,
 AFG, Afghanistan,1987, Dec,4.1914,
 AFG, Afghanistan,1988, Jan,1.62906,
 AFG, Afghanistan,1988, Feb,2.96797,
 AFG, Afghanistan,1988, Mar,7.72008,
 AFG, Afghanistan,1988, Apr,14.9275,
 AFG, Afghanistan,1988, May,19.7737,
 AFG, Afghanistan,1988, Jun,24.0983,
 AFG, Afghanistan,1988, Jul,26.1905,
 AFG, Afghanistan,1988, Aug,23.9786,
 AFG, Afghanistan,1988, Sep,19.8555,
 AFG, Afghanistan,1988, Oct,13.1063,
 AFG, Afghanistan,1988, Nov,8.88999,
 AFG, Afghanistan,1988, Dec,4.9283,
 AFG, Afghanistan,1989, Jan,-1.165,
 AFG, Afghanistan,1989, Feb,-0.3523,
 AFG, Afghanistan,1989, Mar,7.54526,
 AFG, Afghanistan,1989, Apr,12.0802,
 AFG, Afghanistan,1989, May,16.5022,
 AFG, Afghanistan,1989, Jun,23.2173,
 AFG, Afghanistan,1989, Jul,25.0208,
 AFG, Afghanistan,1989, Aug,23.3408,
 AFG, Afghanistan,1989, Sep,19.19,
 AFG, Afghanistan,1989, Oct,14.3603,
 AFG, Afghanistan,1989, Nov,7.70558,
 AFG, Afghanistan,1989, Dec,4.39244,
 AFG, Afghanistan,1990, Jan,0.99596,
 AFG, Afghanistan,1990, Feb,2.57156,
 AFG, Afghanistan,1990, Mar,7.02419,
 AFG, Afghanistan,1990, Apr,12.8453,
 AFG, Afghanistan,1990, May,20.2995,
 AFG, Afghanistan,1990, Jun,23.9767,
 AFG, Afghanistan,1990, Jul,25.4349,
 AFG, Afghanistan,1990, Aug,24.8094,
 AFG, Afghanistan,1990, Sep,20.3988,
 AFG, Afghanistan,1990, Oct,12.9972,
 AFG, Afghanistan,1990, Nov,8.502,
 AFG, Afghanistan,1990, Dec,1.95711,
 ALB, Albania,1961, Jan,2.29233,
 ALB, Albania,1961, Feb,2.94976,
 ALB, Albania,1961, Mar,7.34154,
 ALB, Albania,1961, Apr,12.2994,
 ALB, Albania,1961, May,13.9195,
 ALB, Albania,1961, Jun,18.4851,
 ALB, Albania,1961, Jul,20.6635,
 ALB, Albania,1961, Aug,21.1469,
 ALB, Albania,1961, Sep,17.9973,
 ALB, Albania,1961, Oct,13.155,
 ALB, Albania,1961, Nov,9.27492,
 ALB, Albania,1961, Dec,3.87229,
 ALB, Albania,1962, Jan,3.55382,
 ALB, Albania,1962, Feb,1.56371,
 ALB, Albania,1962, Mar,4.83033,
 ALB, Albania,1962, Apr,10.3343,
 ALB, Albania,1962, May,15.1891,
 ALB, Albania,1962, Jun,17.569,
 ALB, Albania,1962, Jul,21.0579,
 ALB, Albania,1962, Aug,23.0684,
 ALB, Albania,1962, Sep,18.2452,
 ALB, Albania,1962, Oct,13.1745,
 ALB, Albania,1962, Nov,9.07405,
 ALB, Albania,1962, Dec,1.9882,
 ALB, Albania,1963, Jan,0.0949,
 ALB, Albania,1963, Feb,2.39956,
 ALB, Albania,1963, Mar,4.72852,
 ALB, Albania,1963, Apr,10.5903,
 ALB, Albania,1963, May,14.6829,
 ALB, Albania,1963, Jun,18.8438,
 ALB, Albania,1963, Jul,22.0904,
 ALB, Albania,1963, Aug,21.9671,
 ALB, Albania,1963, Sep,18.3696,
 ALB, Albania,1963, Oct,12.2304,
 ALB, Albania,1963, Nov,10.0746,
 ALB, Albania,1963, Dec,4.29725,
 ALB, Albania,1964, Jan,-0.45,
 ALB, Albania,1964, Feb,2.6599,
 ALB, Albania,1964, Mar,6.45988,
 ALB, Albania,1964, Apr,10.3626,
 ALB, Albania,1964, May,14.093,
 ALB, Albania,1964, Jun,19.4196,
 ALB, Albania,1964, Jul,20.4494,
 ALB, Albania,1964, Aug,19.9595,
 ALB, Albania,1964, Sep,16.5421,
 ALB, Albania,1964, Oct,12.7854,
 ALB, Albania,1964, Nov,8.51816,
 ALB, Albania,1964, Dec,4.36891,
 ALB, Albania,1965, Jan,2.73338,
 ALB, Albania,1965, Feb,-0.6684,
 ALB, Albania,1965, Mar,6.21375,
 ALB, Albania,1965, Apr,8.82479,
 ALB, Albania,1965, May,13.7465,
 ALB, Albania,1965, Jun,18.4471,
 ALB, Albania,1965, Jul,21.6411,
 ALB, Albania,1965, Aug,19.4669,
 ALB, Albania,1965, Sep,17.5663,
 ALB, Albania,1965, Oct,11.8872,
 ALB, Albania,1965, Nov,8.33954,
 ALB, Albania,1965, Dec,4.99587,
 ALB, Albania,1966, Jan,0.74722,
 ALB, Albania,1966, Feb,6.34755,
 ALB, Albania,1966, Mar,5.59945,
 ALB, Albania,1966, Apr,11.2455,
 ALB, Albania,1966, May,14.2449,
 ALB, Albania,1966, Jun,18.2688,
 ALB, Albania,1966, Jul,20.7073,
 ALB, Albania,1966, Aug,21.6203,
 ALB, Albania,1966, Sep,17.7526,
 ALB, Albania,1966, Oct,15.1771,
 ALB, Albania,1966, Nov,7.61938,
 ALB, Albania,1966, Dec,3.51134,
 ALB, Albania,1967, Jan,0.13383,
 ALB, Albania,1967, Feb,2.29085,
 ALB, Albania,1967, Mar,6.57311,
 ALB, Albania,1967, Apr,9.33511,
 ALB, Albania,1967, May,14.9306,
 ALB, Albania,1967, Jun,16.854,
 ALB, Albania,1967, Jul,21.1194,
 ALB, Albania,1967, Aug,21.8384,
 ALB, Albania,1967, Sep,17.629,
 ALB, Albania,1967, Oct,13.7897,
 ALB, Albania,1967, Nov,8.44852,
 ALB, Albania,1967, Dec,3.22397,
 ALB, Albania,1968, Jan,-0.1589,
 ALB, Albania,1968, Feb,4.30697,
 ALB, Albania,1968, Mar,5.83294,
 ALB, Albania,1968, Apr,12.369,
 ALB, Albania,1968, May,16.9948,
 ALB, Albania,1968, Jun,18.0752,
 ALB, Albania,1968, Jul,20.855,
 ALB, Albania,1968, Aug,18.662,
 ALB, Albania,1968, Sep,16.652,
 ALB, Albania,1968, Oct,11.9486,
 ALB, Albania,1968, Nov,8.77199,
 ALB, Albania,1968, Dec,3.39455,
 ALB, Albania,1969, Jan,1.186,
 ALB, Albania,1969, Feb,3.47039,
 ALB, Albania,1969, Mar,5.65198,
 ALB, Albania,1969, Apr,9.40923,
 ALB, Albania,1969, May,16.7465,
 ALB, Albania,1969, Jun,17.0662,
 ALB, Albania,1969, Jul,19.4342,
 ALB, Albania,1969, Aug,20.3008,
 ALB, Albania,1969, Sep,17.902,
 ALB, Albania,1969, Oct,12.1848,
 ALB, Albania,1969, Nov,9.2578,
 ALB, Albania,1969, Dec,2.6175,
 ALB, Albania,1970, Jan,3.83883,
 ALB, Albania,1970, Feb,3.34901,
 ALB, Albania,1970, Mar,6.01804,
 ALB, Albania,1970, Apr,10.2129,
 ALB, Albania,1970, May,12.6452,
 ALB, Albania,1970, Jun,18.4012,
 ALB, Albania,1970, Jul,20.2241,
 ALB, Albania,1970, Aug,21.0322,
 ALB, Albania,1970, Sep,17.5335,
 ALB, Albania,1970, Oct,11.2294,
 ALB, Albania,1970, Nov,7.82911,
 ALB, Albania,1970, Dec,4.00185,
 ALB, Albania,1971, Jan,4.24828,
 ALB, Albania,1971, Feb,3.03505,
 ALB, Albania,1971, Mar,3.64465,
 ALB, Albania,1971, Apr,10.5477,
 ALB, Albania,1971, May,16.11,
 ALB, Albania,1971, Jun,18.514,
 ALB, Albania,1971, Jul,20.1297,
 ALB, Albania,1971, Aug,22.2121,
 ALB, Albania,1971, Sep,15.2141,
 ALB, Albania,1971, Oct,10.5988,
 ALB, Albania,1971, Nov,7.01094,
 ALB, Albania,1971, Dec,3.66085,
 ALB, Albania,1972, Jan,3.87271,
 ALB, Albania,1972, Feb,4.72157,
 ALB, Albania,1972, Mar,7.63715,
 ALB, Albania,1972, Apr,11.1604,
 ALB, Albania,1972, May,14.6467,
 ALB, Albania,1972, Jun,19.4649,
 ALB, Albania,1972, Jul,20.1234,
 ALB, Albania,1972, Aug,19.6785,
 ALB, Albania,1972, Sep,15.2845,
 ALB, Albania,1972, Oct,9.09758,
 ALB, Albania,1972, Nov,7.19565,
 ALB, Albania,1972, Dec,2.79923,
 ALB, Albania,1973, Jan,2.47969,
 ALB, Albania,1973, Feb,3.12402,
 ALB, Albania,1973, Mar,4.39772,
 ALB, Albania,1973, Apr,8.54314,
 ALB, Albania,1973, May,15.1904,
 ALB, Albania,1973, Jun,18.11,
 ALB, Albania,1973, Jul,20.8253,
 ALB, Albania,1973, Aug,20.2907,
 ALB, Albania,1973, Sep,18.3269,
 ALB, Albania,1973, Oct,12.6607,
 ALB, Albania,1973, Nov,5.84766,
 ALB, Albania,1973, Dec,3.736,
 ALB, Albania,1974, Jan,2.88388,
 ALB, Albania,1974, Feb,5.02423,
 ALB, Albania,1974, Mar,6.87957,
 ALB, Albania,1974, Apr,8.81002,
 ALB, Albania,1974, May,12.955,
 ALB, Albania,1974, Jun,17.3234,
 ALB, Albania,1974, Jul,20.3174,
 ALB, Albania,1974, Aug,21.4501,
 ALB, Albania,1974, Sep,17.3556,
 ALB, Albania,1974, Oct,10.9402,
 ALB, Albania,1974, Nov,6.5223,
 ALB, Albania,1974, Dec,3.07896,
 ALB, Albania,1975, Jan,1.57011,
 ALB, Albania,1975, Feb,1.9127,
 ALB, Albania,1975, Mar,6.98159,
 ALB, Albania,1975, Apr,10.1005,
 ALB, Albania,1975, May,14.7796,
 ALB, Albania,1975, Jun,17.3209,
 ALB, Albania,1975, Jul,20.2557,
 ALB, Albania,1975, Aug,19.7311,
 ALB, Albania,1975, Sep,18.8661,
 ALB, Albania,1975, Oct,12.1877,
 ALB, Albania,1975, Nov,6.60065,
 ALB, Albania,1975, Dec,3.68364,
 ALB, Albania,1976, Jan,1.48404,
 ALB, Albania,1976, Feb,2.97948,
 ALB, Albania,1976, Mar,4.97943,
 ALB, Albania,1976, Apr,9.62327,
 ALB, Albania,1976, May,14.3297,
 ALB, Albania,1976, Jun,17.1586,
 ALB, Albania,1976, Jul,19.8104,
 ALB, Albania,1976, Aug,17.266,
 ALB, Albania,1976, Sep,15.1099,
 ALB, Albania,1976, Oct,12.8919,
 ALB, Albania,1976, Nov,7.81115,
 ALB, Albania,1976, Dec,3.90021,
 ALB, Albania,1977, Jan,3.03347,
 ALB, Albania,1977, Feb,6.37136,
 ALB, Albania,1977, Mar,8.09127,
 ALB, Albania,1977, Apr,9.70213,
 ALB, Albania,1977, May,15.1902,
 ALB, Albania,1977, Jun,17.9292,
 ALB, Albania,1977, Jul,21.0732,
 ALB, Albania,1977, Aug,20.3111,
 ALB, Albania,1977, Sep,16.1886,
 ALB, Albania,1977, Oct,11.8728,
 ALB, Albania,1977, Nov,8.51694,
 ALB, Albania,1977, Dec,2.02979,
 ALB, Albania,1978, Jan,2.32451,
 ALB, Albania,1978, Feb,3.89223,
 ALB, Albania,1978, Mar,6.74775,
 ALB, Albania,1978, Apr,9.24117,
 ALB, Albania,1978, May,13.1844,
 ALB, Albania,1978, Jun,17.8741,
 ALB, Albania,1978, Jul,20.1024,
 ALB, Albania,1978, Aug,19.8037,
 ALB, Albania,1978, Sep,15.2262,
 ALB, Albania,1978, Oct,11.5772,
 ALB, Albania,1978, Nov,4.66255,
 ALB, Albania,1978, Dec,5.03206,
 ALB, Albania,1979, Jan,1.55505,
 ALB, Albania,1979, Feb,4.65397,
 ALB, Albania,1979, Mar,7.78729,
 ALB, Albania,1979, Apr,9.00938,
 ALB, Albania,1979, May,14.9014,
 ALB, Albania,1979, Jun,19.4355,
 ALB, Albania,1979, Jul,19.9428,
 ALB, Albania,1979, Aug,19.6799,
 ALB, Albania,1979, Sep,16.7229,
 ALB, Albania,1979, Oct,12.5601,
 ALB, Albania,1979, Nov,8.21753,
 ALB, Albania,1979, Dec,5.28805,
 ALB, Albania,1980, Jan,0.87051,
 ALB, Albania,1980, Feb,2.98275,
